societe,page,table_num,ACTIF,Note,31/12/2025,col,col_2,31/12/2024,CAPITAUX PROPRES ET PASSIFS,col_3,Catégories professionnelles,Nombre,"COMAR Assurances se positionne en tant qu’entreprise responsable, profondément engagée dans",1. Gouvernance,2. Stratégie de COMAR Assurances en termes de développement durable,"En suivant ces principes, COMAR s'efforce de créer un impact positif à la fois sur la société et", Aux risques migratoires liés aux mouvements des compétences sur le plan national et,COMAR investie également dans la formation continue de ses collaborateurs afin de développer,"Au cours de l’exercice clos le 31 décembre 2025, COMAR Assurances n’a pas connu",Actifs corporels,Taux,Elément,Catégorie,Valeur d’inventaire,"Brut au Mouvement Brut au Amortissement Net au
Nature de l'actif
31/12/2024 2025 31/12/2025 et provisions 31/12/2025","Brut au Amortissement Net au
Nature de l'actif
31/12/2025 et provisions 31/12/2025",Nature de l'actif,Brut au 31/12/2024,col_4,Mouvement,col_5,Brut au 31/12/2025,col_6,col_7,col_8,Amortissement et,col_9,Net au 31/12/2025,col_10,col_11,"Bons, Obligations et dépôts dans les",Dépôts auprès des établissements,"Mouvement
2025","Amortissement et
provisions","Net au
31/12/2025",Net au,"Nombre Correction de
Entreprises liées Capital Nombre % Montant Brut Montant net
d'actions valeur",CAPITAL,NOMBRE,%,BRUT,PROVISION 2024,DOTATION 2025,REPRISE 2025,PROVISION 2025,NET,Société,Brut au,Entrées 2025,Sorties 2025,"Brut au
31/12/2025","Produits au
31/12/2025","Brut au
31/12/2024",Branche,2025,2024,Variation,Libellé,Capital Social,Réserve Légale,"Prime
d'Emission","Réserve pour
Fonds Social","Réserve
investissement
exonerée","Réserve pour
toute
éventualité","Autre réserve
pour toute
éventualité","Réserve
Spécial de
réévaluation","Résultat de la
période",Actionnaires,Nombre d'Action,Montant,2025 2024,Sous-Total 2,45 740 303,43 723 305,2 016 998,Incendie,"Accident
Travail",Risques Divers,Automobile,Transport,Groupe,"Dommages
aux Biens",Construction,Acceptation,Total,Placements dans des,"Autres revenus et frais
financiers","Total
31/12/2025",Total 31/12/2024,Autres revenus et frais,Rubriques,Nature de Produit,Nature de charge,RESULTAT NET APRES MODIFICATIONS COMPTABLES (BENEFICE : B ‐ DEFICIT : D),109 216 022,Sociétés Primes Emises Prestations Réglées,Sociétés Dividendes encaissés,Sociétés Revenus des Loyers,Nature de flux,Désignation,Valeur Brute,Amortissements et Provisions,"VCN
31/12/2025",Année d'inventaire:,Exercice de survenance,"Placements dans des
entreprises liées et avec lien de
participation",Vie,Informations complémentaires,RC,"Risques
Agricoles","Perte
d'Eploitation",Caution,Assistance,"Accident
Corporel",col_12,col_13,col_14,col_15
COMAR,27,1,,,,Part des réassureurs dans les charges de provisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2 485 230,‐,‐ 11 915 820,‐ 1 037 265,323 863,‐ 279 101,‐ 387 284,‐ 693 181,‐ 38 856,‐ 11 542 414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Commissions reçues des réassureurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 911 362,‐,1 649 494,‐,1 569 794,1 333 859,1 221 765,641 762,‐,12 328 035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Part des réassureurs dans la participation aux résultats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐,‐,‐,‐,277 867,‐,‐,‐,‐,277 867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Part des réassureurs dans les frais reportés,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ 10 905,‐,‐ 17 075,‐,2 058,‐,‐ 4 126,‐ 44 543,‐,‐ 74 590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Part des réassureurs dans les frais d'acquisition,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ 189 280,,,,,,,,,‐ 189 280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Part des réassureurs dans les autres charges techniques,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ 56 325,‐,‐ 6 857,‐,‐ 11 253,‐ 12 515,‐ 11 152,‐ 126,‐,‐ 98 229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,Solde de Réassurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ 11 001 162,‐,‐ 16 465 758,‐ 2 620 628,‐ 3 420 342,‐ 923 776,‐ 3 343 990,‐ 2 452 415,‐ 38 856,‐ 40 266 927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,27,1,,,,RESULTAT TECHNIQUE NON VIE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3 870 440,407 287,20 147 520,43 204 976,‐ 1 866 119,3 299 243,837 659,677 365,1 626 543,72 204 915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,entreprises liées et avec,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lien de participation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,3,,,,,Intérêts et rémunération des,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 357 568,1 357 568,1 204 704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,3,,,,,dépôts des réassureurs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,3,,,,Frais externes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 341 121,1 341 121,920 389,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,3,,,,,"Frais internes, pertes sur titres et",,,,,,,,,,,,,,,,,,,,,,3 715 182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4 314 160,8 029 343,10 112 897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,3,,,,,provisions pour dépréciations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,3,,,,Total produits de Placements,,,,,,,,,,,,,,,,,,,,,,,3 715 182,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7 012 849,10 728 032,12 237 990,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,financiers,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31/12/2025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28 884 335,24 347 287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Salaires,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 541 482,4 606 299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Charges sociales,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 482 892,5 054 767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autres,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,28,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39 908 709,34 008 353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,291 861,265 295,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Avance sur TFP,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,271 708,474 600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Plus-value sur cession d'immobilisation,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,145 810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rétrocession QP commission emprunt national,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181 264,260 626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Assistance technique de COMAR CI,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,294 682,406 015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,29,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1 039 514,1 552 346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5 904 575,2 304 859,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Part des frais généraux,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359 169,291 761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Reg avance TFP,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,416 953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Divers,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,29,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 263 744,3 013 573,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TOTAL,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,I‐ REINTEGRATIONS,41 502 638,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"‐ Provisions non déductibles
+Provisions pour dépréciation des actions non cotées
+ Provisions/SICAV;FCPR;OBLIGATIONS;AUTRES
+Provisions pour créances douteuses
‐ Provisions déductibles :
+Provisions pour dépréciation des actions cotées en bourse
‐ Moins‐value de cession des titres des organismes
de placement collectif en valeurs mobilières
provenant de la distribution des bénéfices.
‐Transactions, amendes, confiscations et pénalités
non déductibles.
‐Abandon de créances non déductibles
frais cadeaux et réceptions
Contribution_Fonds National pour la Reforme de
l’Education Nationale","3 603 938
26 863
37 146 759
24 508
87 589
262 989
164 999
44 027
140 966",,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,II‐ DEDUCTIONS,40 989 660,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"‐ Reprise sur provisions réintégrées au résultat fiscal de l’année de leur constitution
‐Revenus de capitaux mobiliers soumis à la RAS libératoire
‐PAR/ Revenus de capitaux mobiliers
‐RAS libératoires de 20% à payer en 2021(n‐1)",40 989 660,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ Résultat fiscal avant déduction des provisions (code B/P),109 729 000,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ Déduction des provisions dans la limite de 50% du résultat fiscal:,24 508,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+Provisions pour titres cotés,24 508,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,+Provisions pour créances douteuses,0,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ Résultat fiscal après déduction des provisions (code B/P),109 704 492,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ Résultat fiscal après déduction des Provisions et avant déduction des déficits et des amortissements.,109 704 492,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ résultat fiscal après déduction des déficits et amortissements.(B/P),109 704 492,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IV‐ DEDUCTIONS DES BENEFICES OU REVENUS EXCEPTIONNELS NON IMPOSABLES,53 318 076,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"‐ Dividendes et assimilés. (2)
‐ Plus‐value de cession des actions dans le cadre d’une opération d’introduction en bourse.
‐ Plus‐value de cession des actions cotées à la bourse des valeurs mobilières de Tunis acquises avant le 1er janvier
‐ Intérêts des dépôts et de titres en devises ou en dinars convertibles.","50 433 209
2 884 867",,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,V‐ Résultat fiscal avant déduction des bénéfices provenant de l’exploitation,56 386 417,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VII‐ Bénéfice fiscal après déduction des bénéfices au titre de l’exploitation (3),56 386 417,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contribution Sociale,2 255 457,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Contribution Sociale de solidarité,2 255 457,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ Résultat imposable (code B/P),56 386 417,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56 386 416,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"MINIMUN D'IMPÔT (20%) BENEFICE IMPOSABLE AVANT REINVESTISSEMENT) 20%
MINIMUN D'IMPÔT (CHIFFRE D'AFFAIRE) 0,2% 310 241 543,286
IMPÔT THEORIQUE","11 277 283
620 483
22 554 566",,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMPOT SUR LES BENEFICES,22 554 566,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IMPOTS AVANCES,15 488 993,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,IS A PAYER,7 065 573,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,30,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,‐ RESULTAT NET DE L'EXERCICE,82 150 543,,,,,,,,,,,,,,,,,,,,,,,
COMAR,31,1,,,,Assurances de l'entreprise,,,,186 665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,31,1,,,,Commissions,,,,35 614 968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,31,1,,,,Dotations aux amortissements et aux,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6 071 623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,31,1,,,,provisions,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,31,1,,,,Entretiens et réparations,,,,746 881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COMAR,31,1,,,,Fournitures,,,,1 024 129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
